split,sent_id,token_id,token,lemma,upos,head,deprel
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,8,інформації,інформація,NOUN,7,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,9,вживається,вживатися,VERB,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,10,комплекс,комплекс,NOUN,9,nsubj
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,11,заходів,захід,NOUN,10,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,12,",",",",PUNCT,15,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,13,зміст,зміст,NOUN,15,nsubj
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,14,яких,який,DET,13,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,15,визначений,визначений,ADJ,11,acl:relcl
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,16,відповідними,відповідний,ADJ,17,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,17,дорученнями,доручення,NOUN,15,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,18,Президента,президент,NOUN,17,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,19,України,Україна,PROPN,18,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,20,",",",",PUNCT,21,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,21,урядом,уряд,NOUN,17,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,22,України,Україна,PROPN,21,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,23,",",",",PUNCT,28,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,24,і,і,CCONJ,28,cc
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,25,наші,наш,DET,26,det
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,26,плани,план,NOUN,28,nsubj
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,27,щоденно,щоденно,ADV,28,advmod
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,28,уточнюються,уточнюватися,VERB,9,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,29,Прем'єр-міністром,прем'єр-міністр,NOUN,28,obl:agent
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,30,нашої,наш,DET,31,det
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,31,держави,держава,NOUN,29,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p4.lang1.s1,32,.,.,PUNCT,9,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,1,Для,для,ADP,2,case
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,2,забезпечення,забезпечення,NOUN,16,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,3,режиму,режим,NOUN,2,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,4,державного,державний,ADJ,5,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,5,кордону,кордон,NOUN,3,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,6,відповідно,відповідно,ADV,8,case
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,7,до,до,ADP,6,fixed
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,8,рішення,рішення,NOUN,16,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,9,Ради,рада,NOUN,8,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,10,національної,національний,ADJ,11,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,11,безпеки,безпека,NOUN,9,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,12,і,і,CCONJ,13,cc
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,13,оборони,оборона,NOUN,11,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,14,України,Україна,PROPN,9,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,15,чітко,чітко,ADV,16,advmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,16,означені,означений,ADJ,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,17,атрибути,атрибут,NOUN,16,nsubj:pass
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,18,суверенітету,суверенітет,NOUN,17,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,19,України,Україна,PROPN,18,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,20,на,на,ADP,21,case
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,21,острові,острів,NOUN,16,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,22,Тузла,Тузла,PROPN,21,flat:title
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,23,",",",",PUNCT,29,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,24,щоб,щоб,SCONJ,29,mark
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,25,ні,ні,PART,27,advmod:neg
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,26,у,у,ADP,27,case
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,27,кого,хто,PRON,29,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,28,не,не,PART,29,advmod:neg
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,29,виникло,виникнути,VERB,16,advcl
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,30,сумнівів,сумнів,NOUN,29,nsubj
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,31,української,український,ADJ,32,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,32,належності,належність,NOUN,30,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,33,острова,острів,NOUN,32,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s1,34,.,.,PUNCT,16,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,1,Для,для,ADP,2,case
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,2,цього,це,PRON,7,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,3,за,за,ADP,5,case
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,4,нашою,наш,DET,5,det
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,5,ініціативою,ініціатива,NOUN,7,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,6,Міноборони,міноборони,NOUN,7,obl:agent
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,7,проведено,провести,VERB,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,8,аеро-,аерозйомка,NOUN,10,compound
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,9,та,та,CCONJ,10,cc
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,10,фотозйомку,фотозйомка,NOUN,7,obj
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,11,району,район,NOUN,10,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,12,Керченської,керченський,ADJ,13,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,13,протоки,протока,NOUN,11,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,14,і,і,CCONJ,15,cc
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,15,уточнено,уточнити,VERB,7,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,16,координати,координата,NOUN,15,obj
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,17,лінії,лінія,NOUN,16,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,18,розмежування,розмежування,NOUN,17,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p5.lang1.s2,19,.,.,PUNCT,7,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,1,У,у,ADP,2,case
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,2,взаємодії,взаємодія,NOUN,9,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,3,гідрогеографічними,гідрогеографічний,ADJ,4,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,4,підрозділами,підрозділ,NOUN,9,obl:agent
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,5,Міністерства,міністерство,NOUN,4,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,6,транспорту,транспорт,NOUN,5,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,7,спеціальними,спеціальний,ADJ,8,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,8,буями,буй,NOUN,9,iobj
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,9,позначено,позначити,VERB,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,10,проходження,проходження,NOUN,9,obj
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,11,державного,державний,ADJ,12,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,12,кордону,кордон,NOUN,10,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,13,в,в,ADP,15,case
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,14,цьому,цей,DET,15,det
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,15,районі,район,NOUN,10,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s1,16,.,.,PUNCT,9,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,1,На,на,ADP,2,case
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,2,острові,острів,NOUN,3,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,3,установлено,установити,VERB,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,4,атрибути,атрибут,NOUN,3,obj
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,5,державної,державний,ADJ,6,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,6,символіки,символіка,NOUN,4,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,7,:,:,PUNCT,8,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,8,флагшток,флагшток,NOUN,4,appos
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,9,з,з,ADP,11,case
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,10,Державним,державний,ADJ,11,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,11,прапором,прапор,NOUN,8,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,12,України,Україна,PROPN,11,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,13,та,та,CCONJ,15,cc
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,14,прикордонний,прикордонний,ADJ,15,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,15,знак,знак,NOUN,8,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,16,",",",",PUNCT,18,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,17,інформаційні,інформаційний,ADJ,18,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,18,щити,щит,NOUN,8,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,19,з,з,ADP,20,case
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,20,написом,напис,NOUN,18,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,21,"""","""",PUNCT,22,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,22,Україна,Україна,PROPN,20,appos
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,23,"""","""",PUNCT,22,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,24,",",",",PUNCT,27,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,25,а,а,CCONJ,27,cc
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,26,також,також,ADV,25,fixed
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,27,елементи,елемент,NOUN,8,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,28,відомчої,відомчий,ADJ,29,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,29,належності,належність,NOUN,27,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,30,",",",",PUNCT,31,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,31,написи,напис,NOUN,27,appos
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,32,"""","""",PUNCT,35,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,33,Державна,державний,ADJ,35,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,34,прикордонна,прикордонний,ADJ,35,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,35,служба,служба,NOUN,31,appos
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,36,України,Україна,PROPN,35,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,37,"""","""",PUNCT,35,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,38,",",",",PUNCT,41,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,39,"""","""",PUNCT,41,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,40,Прикордонна,прикордонний,ADJ,41,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,41,застава,застава,NOUN,35,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,42,"""","""",PUNCT,43,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,43,Тузла,Тузла,PROPN,41,appos
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,44,"""","""",PUNCT,43,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p6.lang1.s2,45,.,.,PUNCT,3,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s1,1,На,на,ADP,3,case
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s1,2,цей,цей,DET,3,det
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s1,3,час,час,NOUN,4,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s1,4,нарощуються,нарощуватися,VERB,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s1,5,зусилля,зусилля,NOUN,4,nsubj
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s1,6,в,в,ADP,7,case
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s1,7,охороні,охорона,NOUN,5,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s1,8,кордону,кордон,NOUN,7,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s1,9,.,.,PUNCT,4,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,1,Для,для,ADP,3,case
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,2,загальної,загальний,ADJ,3,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,3,координації,координація,NOUN,9,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,4,дій,дія,NOUN,3,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,5,в,в,ADP,6,case
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,6,районі,район,NOUN,3,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,7,Керченської,керченський,ADJ,8,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,8,протоки,протока,NOUN,6,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,9,організовано,організувати,VERB,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,10,роботу,робота,NOUN,9,obj
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,11,оперативної,оперативний,ADJ,12,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,12,групи,група,NOUN,10,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,13,Державної,державний,ADJ,15,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,14,прикордонної,прикордонний,ADJ,15,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,15,служби,служба,NOUN,12,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,16,на,на,ADP,17,case
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,17,чолі,чоло,NOUN,12,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,18,з,з,ADP,20,case
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,19,першим,перший,ADJ,20,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,20,заступником,заступник,NOUN,17,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,21,",",",",PUNCT,22,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,22,прийнято,прийняти,VERB,9,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,23,відповідне,відповідний,ADJ,24,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,24,рішення,рішення,NOUN,22,obj
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,25,на,на,ADP,26,case
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,26,застосування,застосування,NOUN,24,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,27,сили,сила,NOUN,26,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,28,засобів,засіб,NOUN,27,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,29,",",",",PUNCT,31,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,30,які,який,DET,31,nsubj
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,31,передбачені,передбачений,ADJ,28,acl:relcl
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,32,:,:,PUNCT,34,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,33,попереджувальні,попереджувальний,ADJ,34,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,34,заходи,захід,NOUN,28,appos
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,35,та,та,CCONJ,36,cc
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,36,заходи,захід,NOUN,34,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,37,в,в,ADP,38,case
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,38,разі,раз,NOUN,36,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,39,спроб,спроба,NOUN,38,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,40,змінити,змінити,VERB,39,acl
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,41,проходження,проходження,NOUN,40,obj
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,42,державного,державний,ADJ,43,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,43,кордону,кордон,NOUN,41,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p7.lang1.s2,44,.,.,PUNCT,9,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,1,Охорона,охорона,NOUN,7,nsubj
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,2,кордону,кордон,NOUN,1,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,3,в,в,ADP,4,case
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,4,районі,район,NOUN,1,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,5,острову,острів,NOUN,4,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,6,Тузла,Тузла,PROPN,5,appos
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,7,здійснюється,здійснюватися,VERB,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,8,на,на,ADP,9,case
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,9,суходолі,суходіл,NOUN,7,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,10,цілодобовим,цілодобовий,ADJ,14,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,11,візуальним,візуальний,ADJ,14,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,12,",",",",PUNCT,13,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,13,радіотехнічним,радіотехнічний,ADJ,11,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,14,спостереженням,спостереження,NOUN,7,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,15,",",",",PUNCT,16,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,16,патрулюванням,патрулювання,NOUN,14,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,17,",",",",PUNCT,18,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,18,перевіркою,перевірка,NOUN,14,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,19,берегової,береговий,ADJ,20,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,20,смуги,смуга,NOUN,18,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,21,",",",",PUNCT,23,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,22,на,на,ADP,23,case
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,23,морі,море,NOUN,9,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,24,-,-,PUNCT,25,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,25,патрулюванням,патрулювання,NOUN,23,orphan
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,26,кораблями,корабель,NOUN,25,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,27,і,і,CCONJ,28,cc
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,28,катерами,катер,NOUN,26,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,29,морської,морський,ADJ,30,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,30,охорони,охорона,NOUN,28,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p8.lang1.s1,31,.,.,PUNCT,7,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,1,Всі,весь,DET,2,det
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,2,органи,орган,NOUN,12,nsubj
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,3,управління,управління,NOUN,2,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,4,",",",",PUNCT,6,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,5,особовий,особовий,ADJ,6,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,6,склад,склад,NOUN,2,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,7,",",",",PUNCT,8,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,8,техніка,техніка,NOUN,2,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,9,",",",",PUNCT,11,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,10,матеріальні,матеріальний,ADJ,11,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,11,засоби,засіб,NOUN,2,conj
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,12,приведені,приведений,ADJ,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,13,у,у,ADP,14,case
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,14,готовність,готовність,NOUN,12,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,15,до,до,ADP,16,case
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,16,дій,дія,NOUN,14,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s1,17,.,.,PUNCT,12,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,1,Для,для,ADP,3,case
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,2,відповідного,відповідний,ADJ,3,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,3,реагування,реагування,NOUN,4,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,4,створено,створити,VERB,0,root
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,5,достатні,достатній,ADJ,6,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,6,резерви,резерв,NOUN,4,obj
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,7,",",",",PUNCT,11,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,8,в,в,ADP,9,case
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,9,районі,район,NOUN,11,obl
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,10,подій,подія,NOUN,9,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,11,перебуває,перебувати,VERB,4,parataxis
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,12,угрупування,угрупування,NOUN,11,nsubj
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,13,сил,сила,NOUN,12,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,14,морської,морський,ADJ,15,amod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,15,охорони,охорона,NOUN,13,nmod
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,16,",",",",PUNCT,20,punct
train,ParlaMint-UA_2003-10-14-m0.u168.p9.lang1.s2,17,для,для,ADP,18,case
