sent_id,processed_text,lemma_text,upos_seq
ParlaMint-UA_2004-11-27-m0.u48.p2.lang1.s3,"Тому я ще раз хочу заявити , що заява виступаючого з трибуни була брехлива від самого початку і до кінця .","тому я ще раз хотіти заявити , що заява виступаючий з трибуна бути брехливий від самий початок і до кінець .",ADV PRON ADV NOUN VERB VERB PUNCT SCONJ NOUN ADJ ADP NOUN AUX ADJ ADP DET NOUN CCONJ ADP NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u48.p2.lang1.s4,"Вони звикли брехати вам , шановний народе , вони брешуть вам зараз і вони постійно намагаються діяти за приказкою , що переможців не судять .","вони звикнути брехати ви , шановний народ , вони брехати ви зараз і вони постійно намагатися діяти за приказка , що переможець не судити .",PRON VERB VERB PRON PUNCT ADJ NOUN PUNCT PRON VERB PRON ADV CCONJ PRON ADV VERB VERB ADP NOUN PUNCT SCONJ NOUN PART VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u48.p2.lang1.s5_2004-11-27-m0.u48.p2.lang1.s6,"Але я хочу нагадати , що наступне продовження цієї приказки було : Горе переможеним !","але я хотіти нагадати , що наступний продовження цей приказка бути : горе переможений !",CCONJ PRON VERB VERB PUNCT SCONJ ADJ NOUN DET NOUN AUX PUNCT NOUN ADJ PUNCT
ParlaMint-UA_2004-11-27-m0.u48.p3.lang1.s1,"Тому не бавтеся камінням у скляному будинку , не бавтеся з поняттями , в яких ви не розбираєтеся , і не пускайте до мікрофону політиків , які не розуміють , в якій країні вони живуть , з яким народом вони мають справу , і що вони врешті решт хочуть в цій країні досягнути .","тому не бавитися каміння у скляний будинок , не бавитися з поняття , в який ви не розбиратися , і не пускати до мікрофон політик , який не розуміти , в який країна вони жити , з який народ вони мати справа , і що вони врешті решта хотіти в цей країна досягнути .",ADV PART VERB NOUN ADP ADJ NOUN PUNCT PART VERB ADP NOUN PUNCT ADP PRON PRON PART VERB PUNCT CCONJ PART VERB ADP NOUN NOUN PUNCT PRON PART VERB PUNCT ADP DET NOUN PRON VERB PUNCT ADP DET NOUN PRON VERB NOUN PUNCT CCONJ SCONJ PRON ADV NOUN VERB ADP DET NOUN VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u48.p3.lang1.s2,Дякую .,дякувати .,VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u49.p1.lang1.s1,"До виступу запрошується Володимир Якович Піхота від депутатської фракції "" Регіони України "" .","до виступ запрошуватися Володимир Якович Піхота від депутатський фракція "" регіон Україна "" .",ADP NOUN VERB PROPN PROPN PROPN ADP ADJ NOUN PUNCT NOUN PROPN PUNCT PUNCT
ParlaMint-UA_2004-11-27-m0.u49.p1.lang1.s2,Підготуватися Олександру Морозу .,підготуватися Олександр Мороз .,VERB PROPN PROPN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p1.lang1.s1,"Українська республіканська партія "" Собор "" Блок Юлії Тимошенко .","український республіканський партія "" собор "" блок Юлія Тимошенко .",ADJ ADJ NOUN PUNCT NOUN PUNCT NOUN PROPN PROPN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p2.lang1.s1,Я пану Чубарову дякую .,я пан Чубаров дякувати .,PRON NOUN PROPN VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p2.lang1.s2,"Шановні колеги , народні депутати !","шановний колега , народний депутат !",ADJ NOUN PUNCT ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p2.lang1.s3,"Я звертаюся найперше сьогодні до вас , до вашої мудрості і виваженості !","я звертатися найперше сьогодні до ви , до ваш мудрість і виваженість !",PRON VERB ADV ADV ADP PRON PUNCT ADP DET NOUN CCONJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p3.lang1.s1,"Я вважаю , що ми не можемо сьогодні з цієї зали піти до сих пір поки ми не приймемо рішення .","я вважати , що ми не могти сьогодні з цей зала піти до сей пора поки ми не прийняти рішення .",PRON VERB PUNCT SCONJ PRON PART VERB ADV ADP DET NOUN VERB ADP DET NOUN SCONJ PRON PART VERB NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p3.lang1.s2,"Ми маємо розуміти , що сьогодні в Україні розгортається надзвичайно складна ситуація .","ми мати розуміти , що сьогодні в Україна розгортатися надзвичайно складний ситуація .",PRON VERB VERB PUNCT SCONJ ADV ADP PROPN VERB ADV ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p3.lang1.s3,"Ми сьогодні бачимо , що ігнорується Конституція .","ми сьогодні бачити , що ігноруватися конституція .",PRON ADV VERB PUNCT SCONJ VERB NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p3.lang1.s4,Східні регіони .,східний регіон .,ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p3.lang1.s5,"Вчора , наприклад , у Харкові прийняли рішення взагалі сепаратиське .","вчора , наприклад , у Харків прийняти рішення взагалі сепаратиський .",ADV PUNCT ADV PUNCT ADP PROPN VERB NOUN ADV ADJ PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p3.lang1.s6,За це потрібно відповідати .,за це потрібно відповідати .,ADP PRON ADV VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p3.lang1.s7,Ми маємо розвал України зупинити .,ми мати розвал Україна зупинити .,PRON VERB NOUN PROPN VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p4.lang1.s1,"Тому , Володимире Михайловичу , я пропоную працювати до тих пір поки ми не приймемо рішення .","тому , Володимир Михайлович , я пропонувати працювати до той пора поки ми не прийняти рішення .",ADV PUNCT PROPN PROPN PUNCT PRON VERB VERB ADP DET NOUN SCONJ PRON PART VERB NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p4.lang1.s2,"І рішення сьогодні ми маємо прийняти зважене , відмовившись від рішень ЦВК і оголосивши нові вибори .","і рішення сьогодні ми мати прийняти зважений , відмовитися від рішення ЦВК і оголосити новий вибори .",CCONJ NOUN ADV PRON VERB VERB ADJ PUNCT VERB ADP NOUN NOUN CCONJ VERB ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p4.lang1.s3,Переголосування .,переголосування .,NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u5.p4.lang1.s4,Дякую .,дякувати .,VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p1.lang1.s1,"Шановний Володимир Михайлович , шановні народні депутати !","шановний Володимир Михайлович , шановний народний депутат !",ADJ PROPN PROPN PUNCT ADJ ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p2.lang1.s1,"Вочевидь , головна мета сьогоднішнього нашого засідання - це вивести Україну з кризи , і друге , зробити так , щоб вибори Президента України не були кожен раз тією подією , яка призводить до заворушень на Україні .","вочевидь , головний мета сьогоднішній наш засідання - це вивести Україна з криза , і друге , зробити так , щоб вибори президент Україна не бути кожний раз той подія , який призводити до заворушення на Україна .",ADV PUNCT ADJ NOUN ADJ DET NOUN PUNCT PART VERB PROPN ADP NOUN PUNCT CCONJ NOUN PUNCT VERB ADV PUNCT SCONJ NOUN NOUN PROPN PART AUX DET NOUN DET NOUN PUNCT PRON VERB ADP NOUN ADP PROPN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p3.lang1.s1,"Якщо ця практика буде введена на Україні як правило , що владу беруть за допомогою сили і вулиці , тоді Україна не може існувати як держава .","якщо цей практика бути введений на Україна як правило , що влада брати за допомога сила і вулиця , тоді Україна не могти існувати як держава .",SCONJ DET NOUN AUX ADJ ADP PROPN SCONJ NOUN PUNCT SCONJ NOUN VERB ADP NOUN NOUN CCONJ NOUN PUNCT ADV PROPN PART VERB VERB SCONJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p4.lang1.s1,"На жаль , вибори Президента України 2004 року найбрудніші у новітній історії нашої держави .","на жаль , вибори президент Україна 2004 рік найбрудніший у новітній історія наш держава .",ADP NOUN PUNCT NOUN NOUN PROPN ADJ NOUN ADJ ADP ADJ NOUN DET NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p4.lang1.s2,Постійне нагнітання пристрастей під час виборної кампанії призвела до загострення ситуації в суспільстві .,постійний нагнітання пристрасть під час виборний кампанія призвести до загострення ситуація в суспільство .,ADJ NOUN NOUN ADP NOUN ADJ NOUN VERB ADP NOUN NOUN ADP NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p4.lang1.s3,"Це загрожує не тільки спокою наших громадян , але й стабільному економічному і соціальному розвитку нашої держави .","це загрожувати не тільки спокій наш громадянин , але й стабільний економічний і соціальний розвиток наш держава .",PRON VERB PART PART NOUN DET NOUN PUNCT CCONJ PART ADJ ADJ CCONJ ADJ NOUN DET NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p4.lang1.s4,"Сьогодні ніхто вже не згадує ні про пенсіонерів , ні про вчителів , ні про інші категорії , не дивиться на те , яким чином їм буде виплачена заробітна плата , пенсія , пособія .","сьогодні ніхто вже не згадувати ні про пенсіонер , ні про вчитель , ні про інший категорія , не дивитися на те , який чин вони бути виплачений заробітний плата , пенсія , пособія .",ADV PRON ADV PART VERB CCONJ ADP NOUN PUNCT CCONJ ADP NOUN PUNCT CCONJ ADP DET NOUN PUNCT PART VERB ADP PRON PUNCT DET NOUN PRON AUX ADJ ADJ NOUN PUNCT NOUN PUNCT NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p4.lang1.s5,Ми розглядаємо одне : хто візьме в Україні владу ?,ми розглядати одне : хто взяти в Україна влада ?,PRON VERB NOUN PUNCT PRON VERB ADP PROPN NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p5.lang1.s1,"Коли хочеться сказати багато , а при таких подіях краще не слова , а дії .","коли хотітися сказати багато , а при такий подія краще не слово , а дія .",ADV VERB VERB ADV PUNCT CCONJ ADP DET NOUN ADV PART NOUN PUNCT CCONJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p5.lang1.s2,"Тому наша фракція задля подолання існуючої гострої конфронтації закликає всіх народних депутатів , незалежно від політичних симпатій під час сьогоднішнього засідання позачергового Верховної Ради утриматися від конфронтації , різких заяв , взаємних звинувачень .","тому наш фракція задля подолання існуючий гострий конфронтація закликати весь народний депутат , незалежно від політичний симпатія під час сьогоднішній засідання позачерговий верховний рада утриматися від конфронтація , різкий заява , взаємний звинувачення .",ADV DET NOUN ADP NOUN ADJ ADJ NOUN VERB DET ADJ NOUN PUNCT ADV ADP ADJ NOUN ADP NOUN ADJ NOUN ADJ ADJ NOUN VERB ADP NOUN PUNCT ADJ NOUN PUNCT ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p5.lang1.s3,Саме парламент повинен відіграти провідну позитивну роль у врегулюванні конфлікту довкола проведення підсумків другого туру виборів .,саме парламент повинний відіграти провідний позитивний роль у врегулювання конфлікт довкола проведення підсумок другий тур вибори .,PART NOUN ADJ VERB ADJ ADJ NOUN ADP NOUN NOUN ADP NOUN NOUN ADJ NOUN NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p6.lang1.s1,Сьогодні йдуть переговори однієї і другої сторони .,сьогодні йти переговори один і другий сторона .,ADV VERB NOUN DET CCONJ DET NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p6.lang1.s2_split1,Сьогодні розглядає всі скарги і заяви Верховний суд .,сьогодні розглядати весь скарга і заява верховний суд .,ADV VERB DET NOUN CCONJ NOUN ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p6.lang1.s2_split2,Сьогодні засідає Верховна Рада .,сьогодні засідати верховний рада .,ADV VERB ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p6.lang1.s3,"Але , потрібно зробити все так , щоб не було тиску збоку Верховної Ради , тиску збоку вулиці на суддів , на Центральну виборчу комісію , на депутатів .","але , потрібно зробити все так , щоб не бути тиск збоку верховний рада , тиск збоку вулиця на суддя , на центральний виборчий комісія , на депутат .",CCONJ PUNCT ADV VERB PRON ADV PUNCT SCONJ PART VERB NOUN ADP ADJ NOUN PUNCT NOUN ADP NOUN ADP NOUN PUNCT ADP ADJ ADJ NOUN PUNCT ADP NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p6.lang1.s4,"Треба нам навчитися слухати один одного , поважати один одного і тоді , можливо , ми скоріше вийдемо з цієї кризи .","треба ми навчитися слухати один один , поважати один один і тоді , можливо , ми скоріше вийти з цей криза .",ADV PRON VERB VERB PRON PRON PUNCT VERB PRON PRON CCONJ ADV PUNCT ADV PUNCT PRON ADV VERB ADP DET NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p7.lang1.s1,"Фракція "" Регіони України "" нагадує про незмінність нашої позиції питання завершення політичної реформи .","фракція "" регіон Україна "" нагадувати про незмінність наш позиція питання завершення політичний реформа .",NOUN PUNCT NOUN PROPN PUNCT VERB ADP NOUN DET NOUN NOUN NOUN ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p7.lang1.s2,Саме внесення змін до Конституції повинно було стати стержневим питанням домовленості між учасниками другого туру виборів Президента України .,саме внесення зміна до конституція повинний бути стати стержневий питання домовленість між учасник другий тур вибори президент Україна .,PART NOUN NOUN ADP NOUN ADV AUX VERB ADJ NOUN NOUN ADP NOUN ADJ NOUN NOUN NOUN PROPN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p7.lang1.s3,"І ми йшли на це , і намагалися всі зробити для того , щоб було прийняте таке рішення .","і ми йти на це , і намагатися весь зробити для те , щоб бути прийнятий такий рішення .",CCONJ PRON VERB ADP PRON PUNCT CCONJ VERB DET VERB ADP PRON PUNCT SCONJ AUX ADJ DET NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p7.lang1.s4,"Реформування відповідних положень основного закону , зміна в Законі "" Про вибори Президента "" , "" Про Центральну виборчу комісію "" та інші повинні , таким чином , вплинути , щоб у нас був консенсус сьогодні - в залі , а завтра - в нашому товаристві .","реформування відповідний положення основний закон , зміна в закон "" про вибори президент "" , "" про центральний виборчий комісія "" та інший повинний , такий чин , вплинути , щоб у ми бути консенсус сьогодні - в зал , а завтра - в наш товариство .",NOUN ADJ NOUN ADJ NOUN PUNCT NOUN ADP NOUN PUNCT ADP NOUN NOUN PUNCT PUNCT PUNCT ADP ADJ ADJ NOUN PUNCT CCONJ DET ADJ PUNCT DET NOUN PUNCT VERB PUNCT SCONJ ADP PRON VERB NOUN ADV PUNCT ADP NOUN PUNCT CCONJ ADV PUNCT ADP DET NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p7.lang1.s5,"Я розумію , що ми всі публічні діячі і ми повинні висловлювати думку певних категорій і партій .","я розуміти , що ми весь публічний діяч і ми повинний висловлювати думка певний категорія і партія .",PRON VERB PUNCT SCONJ PRON DET ADJ NOUN CCONJ PRON ADJ VERB NOUN ADJ NOUN CCONJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p7.lang1.s6,"Але , я закликаю до того , щоб ми пам'ятали , що сьогодні під загрозою Україна .","але , я закликати до те , щоб ми пам'ятати , що сьогодні під загроза Україна .",CCONJ PUNCT PRON VERB ADP PRON PUNCT SCONJ PRON VERB PUNCT SCONJ ADV ADP NOUN PROPN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p7.lang1.s7,"Якщо на одному боці захоплюється влада , а на другому боці приймається рішення не відсилати в Державний бюджет кошти для виплати і тому подібне , то ми вже на грані .","якщо на один бік захоплюватися влада , а на другий бік прийматися рішення не відсилати в державний бюджет кошти для виплата і те подібний , то ми вже на грань .",SCONJ ADP DET NOUN VERB NOUN PUNCT CCONJ ADP DET NOUN VERB NOUN PART VERB ADP ADJ NOUN NOUN ADP NOUN CCONJ PRON ADJ PUNCT SCONJ PRON ADV ADP NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u50.p7.lang1.s8,"Давайте ми на цій грані зупинимося , поміркуємо і приймемо виважене рішення .","давати ми на цей грань зупинитися , поміркувати і прийняти виважений рішення .",VERB PRON ADP DET NOUN VERB PUNCT VERB CCONJ VERB ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u51.p1.lang1.s1,Дякую .,дякувати .,VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u51.p1.lang1.s2,Будь ласка .,бути ласка .,VERB NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u51.p1.lang1.s3,"Так , Олександр Мороз .","так , Олександр Мороз .",PART PUNCT PROPN PROPN PUNCT
ParlaMint-UA_2004-11-27-m0.u51.p1.lang1.s4,Керівник фракції Соціалістичної партії України .,керівник фракція соціалістичний партія Україна .,NOUN NOUN ADJ NOUN PROPN PUNCT
ParlaMint-UA_2004-11-27-m0.u51.p1.lang1.s5,Наступний буде виступати Олександр Турчинов .,наступний бути виступати Олександр Турчинов .,ADJ AUX VERB PROPN PROPN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p1.lang1.s1,"Шановні депутати , у мене таке складається враження , що всі вже мають свій варіант рішення і інший варіант не цікавить нікого .","шановний депутат , у я такий складатися враження , що весь вже мати свій варіант рішення і інший варіант не цікавити ніхто .",ADJ NOUN PUNCT ADP PRON DET VERB NOUN PUNCT SCONJ PRON ADV VERB DET NOUN NOUN CCONJ DET NOUN PART VERB PRON PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p1.lang1.s2,"Тому я просив би , давайте послухаємо один одного , бо один , одна фракція нічого не прийме ніякого рішення .","тому я просити би , давати послухати один один , бо один , один фракція ніщо не прийняти ніякий рішення .",ADV PRON VERB AUX PUNCT VERB VERB PRON PRON PUNCT SCONJ NUM PUNCT NUM NOUN PRON PART VERB DET NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p1.lang1.s3,Нам все одно треба шукати якийсь компроміс .,ми все один треба шукати якийсь компроміс .,PRON PRON NUM ADV VERB DET NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s1,"От ви знаєте , що відбувається зараз переговорний процес між суб'єктами виборчої кампанії .","от ви знати , що відбуватися зараз переговорний процес між суб'єкт виборчий кампанія .",PART PRON VERB PUNCT SCONJ VERB ADV ADJ NOUN ADP NOUN ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s10,Бо вони можуть і не домовитися .,бо вони могти і не домовитися .,SCONJ PRON VERB PART PART VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s11,Сьогодні в них інтереси розходяться .,сьогодні в вони інтерес розходитися .,ADV ADP PRON NOUN VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s12,А ми можемо вирішити .,а ми могти вирішити .,CCONJ PRON VERB VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s13,"Тим паче , що мова йде про прийняття політичного рішення , бо все шахрайство , яке відбулося довколо виборів Президента ніякою юридичної підстави і оцінки не вимагає , крім оцінки за Кримінальним кодексом .","те паче , що мова йти про прийняття політичний рішення , бо весь шахрайство , який відбутися довколо вибори президент ніякий юридичний підстава і оцінка не вимагати , крім оцінка за кримінальний кодекс .",PRON ADV PUNCT SCONJ NOUN VERB ADP NOUN ADJ NOUN PUNCT SCONJ DET NOUN PUNCT PRON VERB ADP NOUN NOUN DET ADJ NOUN CCONJ NOUN PART VERB PUNCT ADP NOUN ADP ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s2,"Є представники Ющенка , є представники Януковича .","бути представник Ющенко , бути представник Янукович .",VERB NOUN PROPN PUNCT VERB NOUN PROPN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s3,"І я так думаю , що вони легко домовляться .","і я так думати , що вони легко домовитися .",CCONJ PRON ADV VERB PUNCT SCONJ PRON ADV VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s4,Чому ?,чому ?,ADV PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s5,Тому що там 8 чоловік депутатів .,тому що там 8 чоловік депутат .,ADV SCONJ ADV NUM NOUN NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s6,Це якраз всі вони разом робили конституційний переворот у 2000 році .,це якраз весь вони разом робити конституційний переворот у 2000 рік .,PART PART DET PRON ADV VERB ADJ NOUN ADP ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s7,Таким чином їм є про що домовитися і вони легко ці всі питання вирішать .,такий чин вони бути про що домовитися і вони легко цей весь питання вирішити .,DET NOUN PRON VERB ADP PRON VERB CCONJ PRON ADV DET DET NOUN VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s8,Давайте довіримо їм .,давати довірити вони .,VERB VERB PRON PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p2.lang1.s9,"Але , щоб не обтяжувати їх занадто , треба прийняти сьогодні правильне політичне рішення тут у Верховній Раді .","але , щоб не обтяжувати вони занадто , треба прийняти сьогодні правильний політичний рішення тут у верховний рада .",CCONJ PUNCT SCONJ PART VERB PRON ADV PUNCT ADV VERB ADV ADJ ADJ NOUN ADV ADP ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p3.lang1.s1,"Я не буду приводити прикладів , як це все робилося .","я не бути приводити приклад , як це все робитися .",PRON PART AUX VERB NOUN PUNCT SCONJ PRON DET VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p3.lang1.s2,У вас безліч з цього приводу доказів .,у ви безліч з цей привід доказ .,ADP PRON NOUN ADP DET NOUN NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p3.lang1.s3,"Ми маємо всі підстави говорити , що влада сфальсифікувала вибори продумано , свідомо , цілеспрямовано .","ми мати весь підстава говорити , що влада сфальсифікувати вибори продумано , свідомо , цілеспрямовано .",PRON VERB DET NOUN VERB PUNCT SCONJ NOUN VERB NOUN ADV PUNCT ADV PUNCT ADV PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p4.lang1.s1,Один тільки приклад .,один тільки приклад .,NUM PART NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p4.lang1.s2,Ось ми взяли по 105 і 108 округам в Луганський області вже після опублікації ЦВК результатів виборів .,ось ми взяти по 105 і 108 округа в луганський область вже після опублікація ЦВК результат вибори .,PART PRON VERB ADP ADJ CCONJ ADJ NOUN ADP ADJ NOUN ADV ADP NOUN NOUN NOUN NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p4.lang1.s3,"По мокрих протоколах , які звірили із протоколами ЦВК збіглися вони , треба сказати , але що дивно .","по мокрий протокол , який звірити із протокол ЦВК збігтися вони , треба сказати , але що дивно .",ADP ADJ NOUN PUNCT PRON VERB ADP NOUN NOUN VERB PRON PUNCT ADV VERB PUNCT CCONJ PRON ADV PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p4.lang1.s4,"Коли рахувати по реальних протоколах виявляється на 2 проценти з половиною провладний кандидат менше взяв голосів ніж те , що написала ЦВК .","коли рахувати по реальний протокол виявлятися на 2 процент з половина провладний кандидат менше взяти голос ніж те , що написати ЦВК .",ADV VERB ADP ADJ NOUN VERB ADP NUM NOUN ADP NOUN ADJ NOUN ADV VERB NOUN SCONJ PRON PUNCT SCONJ VERB NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p4.lang1.s5,Ну що ж тут ще треба говорити !?,ну що ж тут ще треба говорити !?,PART PRON PART ADV ADV ADV VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p4.lang1.s6,"Це ж не арифметика - це кримінальний злочин , просто треба так говорити .","це ж не арифметика - це кримінальний злочин , просто треба так говорити .",PRON PART PART NOUN PUNCT PRON ADJ NOUN PUNCT PART ADV ADV VERB PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p5.lang1.s1,Потім .,потім .,ADV PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p5.lang1.s2,Ми спостерігаємо лукавство з боку влади .,ми спостерігати лукавство з бік влада .,PRON VERB NOUN ADP NOUN NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p5.lang1.s3_2004-11-27-m0.u52.p5.lang1.s4,"Вона каже : "" Ви дотримуйтесь закону й Конституції , ви робіть так , як у законі написано . ""","вона казати : "" ви дотримуватися закон й конституція , ви робити так , як у закон написати . """,PRON VERB PUNCT PUNCT PRON VERB NOUN CCONJ NOUN PUNCT PRON VERB ADV PUNCT ADV ADP NOUN VERB PUNCT PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p5.lang1.s5,"І весь час пояснює , коли ідеш на дискусію , на телебачення , тобі так всю Конституцію перечитають і покажуть як неправильно робити , але при цьому не говорять про те , що вони тоді всупереч Конституції , вони , вибачте , плювали на Конституцію , закон , але , щоби опоненти дотримувалися обов'язково цього закону .","і весь час пояснювати , коли іти на дискусія , на телебачення , ти так весь конституція перечитати і показати як неправильно робити , але при це не говорити про те , що вони тоді всупереч конституція , вони , вибачити , плювати на конституція , закон , але , щоби опонент дотримуватися обов'язково цей закон .",CCONJ DET NOUN VERB PUNCT SCONJ VERB ADP NOUN PUNCT ADP NOUN PUNCT PRON ADV DET NOUN VERB CCONJ VERB SCONJ ADV VERB PUNCT CCONJ ADP PRON PART VERB ADP PRON PUNCT SCONJ PRON ADV ADP NOUN PUNCT PRON PUNCT VERB PUNCT VERB ADP NOUN PUNCT NOUN PUNCT CCONJ PUNCT SCONJ NOUN VERB ADV DET NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p6.lang1.s1,"Ну не можна у нерівних умовах бути , це шахрайство .","ну не можна у нерівний умова бути , це шахрайство .",PART PART ADV ADP ADJ NOUN VERB PUNCT PRON NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p6.lang1.s2,Саме тому пропозиція така - на політичне дійство потрібно і політичне рішення .,саме тому пропозиція такий - на політичний дійство потрібно і політичний рішення .,PART ADV NOUN PRON PUNCT ADP ADJ NOUN ADV PART ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p6.lang1.s3,"Причому , прямі , відверті .","причому , прямий , відвертий .",SCONJ PUNCT ADJ PUNCT ADJ PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p6.lang1.s4,І припинити треба комедію із рішенням суду і все інше - це все залежне рішення .,і припинити треба комедія із рішення суд і все інше - це весь залежний рішення .,CCONJ VERB ADV NOUN ADP NOUN NOUN CCONJ DET PRON PUNCT PRON DET ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p6.lang1.s5,Ми повинні підвести риску і сказати : потрібно переголосування результатів другого туру .,ми повинний підвести риска і сказати : потрібно переголосування результат другий тур .,PRON ADJ VERB NOUN CCONJ VERB PUNCT ADV NOUN NOUN ADJ NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p6.lang1.s6,"Тим паче , що обидва кандидати готові до того .","те паче , що обидва кандидат готовий до те .",PRON ADV PUNCT SCONJ NUM NOUN ADJ ADP PRON PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p7.lang1.s1,І ще одне .,і ще один .,CCONJ ADV NUM PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p7.lang1.s2,Є конкретний проект постанови .,бути конкретний проект постанова .,VERB ADJ NOUN NOUN PUNCT
ParlaMint-UA_2004-11-27-m0.u52.p7.lang1.s3,"Я думаю , що його треба взяти за основу , там багато пунктів цілком логічних .","я думати , що він треба взяти за основа , там багато пункт цілком логічний .",PRON VERB PUNCT SCONJ PRON ADV VERB ADP NOUN PUNCT ADV DET NOUN ADV ADJ PUNCT
